x;absoluteError;relativeError
-49,9;6,66133814775094E-16;7,13242451931361E-16
-49,8;8,88178419700125E-16;9,9392718677062E-16
-49,7;9,99200722162641E-16;1,18342413642056E-15
-49,6;1,11022302462516E-15;1,41138599556845E-15
-49,5;1,33226762955019E-15;1,8476819091807E-15
-49,4;1,4432899320127E-15;2,22636185528703E-15
-49,3;1,66533453693773E-15;2,92667029760342E-15
-49,2;1,72084568816899E-15;3,55486324220883E-15
-49,1;1,83186799063151E-15;4,64578861909665E-15
-49;1,83186799063151E-15;6,09418972213065E-15
-48,9;1,9151347174784E-15;9,39369668231996E-15
-48,8;1,95676808090184E-15;1,86147358185295E-14
-48,7;1,9593701661158E-15;3,68729311027804E-13
-48,6;5,37070388162419E-15;5,68059692441497E-14
-48,5;5,30131494258512E-15;2,74028387260327E-14
-48,4;5,16253706450698E-15;1,77749122323929E-14
-48,3;4,9960036108132E-15;1,29928833251094E-14
-48,2;4,77395900588817E-15;1,00556174346722E-14
-48,1;4,44089209850063E-15;7,92664281760324E-15
-48;4,10782519111308E-15;6,41702962572336E-15
-47,9;3,77475828372553E-15;5,2894152974421E-15
-47,8;3,33066907387547E-15;4,27001896833507E-15
-47,7;2,99760216648792E-15;3,57458261690253E-15
-47,6;2,55351295663786E-15;2,87303967823841E-15
-47,5;1,99840144432528E-15;2,14858676957085E-15
-47,4;1,4432899320127E-15;1,50010937341408E-15
-47,3;8,88178419700125E-16;9,02132022347338E-16
-47,2;4,44089209850063E-16;4,4537857328334E-16
-47,1;1,11022302462516E-16;1,11053991473812E-16
-47;6,66133814775094E-16;6,71278852246469E-16
-46,9;1,22124532708767E-15;1,25250638583915E-15
-46,8;1,77635683940025E-15;1,87378496762451E-15
-46,7;2,22044604925031E-15;2,43604604272955E-15
-46,6;2,66453525910038E-15;3,07725748544476E-15
-46,5;3,21964677141295E-15;3,96697684163459E-15
-46,3999999999999;3,5527136788005E-15;4,74178711373869E-15
-46,2999999999999;3,99680288865056E-15;5,88308416717744E-15
-46,1999999999999;4,32986979603811E-15;7,18387262948271E-15
-46,0999999999999;4,55191440096314E-15;8,75288255127773E-15
-45,9999999999999;4,82947015711943E-15;1,11747260920673E-14
-45,8999999999999;5,10702591327572E-15;1,50210954915935E-14
-45,7999999999999;5,21804821573824E-15;2,13499647730603E-14
-45,6999999999999;5,32907051820075E-15;3,64060562438177E-14
-45,5999999999999;5,38458166943201E-15;1,14835984072547E-13
-45,4999999999999;1,71390679426509E-15;3,22961007884393E-14
-45,3999999999999;1,69309011255336E-15;1,11025103059143E-14
-45,2999999999999;1,60982338570648E-15;6,42900510210714E-15
-45,1999999999999;1,60982338570648E-15;4,65533156682242E-15
-45,0999999999999;1,55431223447522E-15;3,55069314453235E-15
-44,9999999999999;1,4432899320127E-15;2,74743864284219E-15
-44,8999999999999;1,33226762955019E-15;2,19250558726316E-15
-44,7999999999999;1,22124532708767E-15;1,78571017465728E-15
-44,6999999999999;1,11022302462516E-15;1,47377649492942E-15
-44,5999999999999;9,99200722162641E-16;1,22569577875317E-15
-44,4999999999999;8,88178419700125E-16;1,02211857858485E-15
-44,3999999999999;6,66133814775094E-16;7,28793100775429E-16
-44,2999999999999;4,44089209850063E-16;4,67484214460864E-16
-44,1999999999999;3,33066907387547E-16;3,41118609554236E-16
-44,0999999999999;1,11022302462516E-16;1,11795816254532E-16
