x;y;computation time (milliseconds)
-99;4,10397613038637E-06;0
-98;-8,61773688115556E-05;0
-97;-9,93393682590373E-05;0
-96;-1,97818714275939E-05;0
-95;8,17572008727824E-05;0
-94;0,000110884063441609;0
-93;3,70957930956762E-05;0
-92;-7,48172038588724E-05;0
-91;-0,000121397565734123;0
-90;-5,59322951103695E-05;0
-89;6,51317560247247E-05;0
-88;0,000130517602676652;0
-87;7,61392936342793E-05;0
-86;-5,24823478251596E-05;0
-85;-0,000137848570703549;0
-84;-9,7522371373489E-05;0
-83;3,66593386180899E-05;0
-82;0,000142959159699314;0
-81;0,00011984045394563;0
-80;-1,74635728269336E-05;0
-79;-0,000145379027550051;0
-78;-0,000142800581529047;0
-77;-5,2921632891195E-06;0
-76;0,000144594164375997;0
-75;0,000166051390690821;0
-74;3,17818511624611E-05;0
-73;-0,000140040463805843;0
-72;-0,000189174767900231;0
-71;-6,21651032319595E-05;0
-70;0,000131094846426475;0
-69;0,000211674915772911;0
-68;9,65861361632742E-05;0
-67;-0,000117063034092133;0
-66;-0,000232963751099126;0
-65;-0,000135172759249741;0
-64;9,71627152069303E-05;0
-63;0,000252341075398656;0
-62;0,000178035200191273;0
-61;-7,05003102808707E-05;0
-60;-0,000268967235361524;0
-59;-0,000225264453104249;0
-58;3,60387467338431E-05;0
-57;0,000281824875342685;0
-56;0,000276929603285487;0
-55;7,4475786812372E-06;0
-54;-0,000289664629012627;0
-53;-0,000333073190501313;0
-52;-6,14364043707898E-05;0
-51;0,000290926772565183;0
-50;0,000393702990000862;0
-49;0,000127748637375111;0
-48;-0,000283626202689056;0
-47;-0,000458777378248233;0
-46;-0,000208680803903804;0
-45;0,000265180206369374;0
-44;0,000528179243870941;0
-43;0,00030720160571147;0
-42;-0,000232144698194052;0
-41;-0,000601669273323477;0
-40;-0,000427250519956606;0
-39;0,000179799684666175;0
-38;0,000678801452769932;0
-37;0,000574204089981503;0
-36;-0,000101477945779068;0
-35;-0,00075876759453527;0
-34;-0,000755628027412827;0
-33;-1,25607826140582E-05;0
-32;0,000840104089130423;0
-31;0,000982537441250839;0
-30;0,000177096957391026;0
-29;-0,000920119962717098;0
-28;-0,00127160616421871;0
-27;-0,000415560183120677;0
-26;0,000993731677924179;0
-25;0,00164925592656152;0
-24;0,000767050646179018;0
-23;-0,00105095270282721;0
-22;-0,00215974260560397;0
-21;-0,0013010196204852;0
-20;0,00107108152706927;0
-19;0,00288252075273081;0
-18;0,00215086875649538;0
-17;-0,00100792431520731;0
-16;-0,00397369078972359;0
-15;-0,00360041664862001;0
-14;0,000747197913704009;0
-13;0,00577991580541526;0
-12;0,00634476660701122;0
-11;3,98711530455026E-05;0
-10;-0,00922056625358739;0
-9;-0,0124812364641737;0
-8;-0,00255263217208094;0
-7;0,0175326105661234;0
-6;0,0309732350532376;0
-5;0,0135077231172965;0
-4;-0,0502802785279702;0
-3;-0,141427499514349;0
-2;-0,138715612182381;0
-1;0,54030230586814;0
0;1;0
1;0,180100768622713;0
2;-0,0594495480781632;0
3;-0,076153268969265;0
4;-0,031125886707791;0
5;0,00915039307945891;0
6;0,0223295415500085;0
7;0,0132263553393562;0
8;-0,0019931511480632;0
9;-0,0100124204602712;0
10;-0,00755920296465273;0
11;3,32759247221864E-05;0
12;0,00537486597918785;0
13;0,00495872558169506;0
14;0,000648043688188785;0
15;-0,00315223200356357;0
16;-0,00350791018433474;0
17;-0,000896297518083378;0
18;0,00192512159837924;0
19;0,00259502524458443;0
20;0,00096931606131447;0
21;-0,00118300056203946;0
22;-0,00197230932227739;0
23;-0,000963531682338874;0
24;0,000705788697732108;0
25;0,00152258496446002;0
26;0,00092022663204643;0
27;-0,00038591652408697;0
28;-0,00118401705573624;0
29;-0,000858849058196326;0
30;0,000165683619642947;0
31;0,000921190692653103;0
32;0,000789236859514201;0
33;-1,18225709911482E-05;0
34;-0,000712485537182708;0
35;-0,000716647268113804;0
36;-9,59967664121566E-05;0
37;0,000544004301311545;0
38;0,000644014594772282;0
39;0,000170815459551529;0
40;-0,000406421731658904;0
41;-0,000573034984053295;0
42;-0,000221353245704677;0
43;0,000293245272858228;0
44;0,0005047164607005;0
45;0,000253656199332559;0
46;-0,000199804875120101;0
47;-0,00043967012368229;0
48;-0,000272054542910837;0
49;0,00012264077672119;0
50;0,000378269709326583;0
51;0,000279741498987479;0
52;-5,91188903865453E-05;0
53;-0,0003207414551911;0
54;-0,000279134915134012;0
55;7,18168005905736E-06;0
56;0,000267215818265764;0
57;0,000272109714837978;0
58;3,48174511974348E-05;0
59;-0,000217757758535963;0
60;-0,00026015104627565;0
61;-6,82267078874617E-05;0
62;0,000172384735685586;0
63;0,00024445737207601;0
64;9,41738116869863E-05;0
65;-0,000131077569619709;0
66;-0,000226011181543376;0
67;-0,000113620759225259;0
68;9,37871345612701E-05;0
69;0,000205628312921191;0
70;0,000127402776722249;0
71;-6,04386325378585E-05;0
72;-0,000183992883445669;0
73;-0,000136256286919733;0
74;3,09344878095438E-05;0
75;0,000161682383744036;0
76;0,000140839113464473;0
77;-5,15648938425445E-06;0
78;-0,000139185963531557;0
79;-0,000141745126845588;0
80;-1,70324400307125E-05;0
81;0,000116917956047212;0
82;0,000139514866737556;0
83;3,57866223968648E-05;0
84;-9,52280486748829E-05;0
85;-0,000134643228476821;0
86;-5,127601830144
