x;y;computation time (milliseconds)
-99;0,000102040814201999;0
-98;0,000104134122494708;0
-97;0,000106292514605506;0
-96;0,000108518716923764;0
-95;0,00011081560011583;0
-94;0,000113186188385237;0
-93;0,000115633669433845;0
-92;0,000118161405185202;0
-91;0,000120772943337541;0
-90;0,000123472029820576;0
-89;0,000126262622237822;0
-88;0,000129148904384571;0
-87;0,000132135301941034;0
-86;0,000135226499450639;0
-85;0,000138427458705189;0
-84;0,00014174343867172;0
-83;0,000145180017110592;0
-82;0,000148743114050889;0
-81;0,000152439017307752;0
-80;0,000156274410247207;0
-79;0,0001602564020276;0
-78;0,00016439256057339;0
-77;0,000168690948567125;0
-76;0,000173160162779545;0
-75;0,000177809377096395;0
-74;0,000182648389644473;0
-73;0,000187687674469427;0
-72;0,000192938438274789;0
-71;0,000198412682796833;0
-70;0,000204123273464254;0
-69;0,000210084015076991;0
-68;0,000216309735336503;0
-67;0,000222816377172447;0
-66;0,000229621100940688;0
-65;0,000236742397717593;0
-64;0,000244200215089308;0
-63;0,000252016097036227;0
-62;0,000260213339747192;0
-61;0,000268817165471049;0
-60;0,000277854916832182;0
-59;0,000287356274410222;0
-58;0,000297353500822737;0
-57;0,000307881715065988;0
-56;0,000318979201478225;0
-55;0,000330687758411282;0
-54;0,000343053092552479;0
-53;0,000356125265858283;0
-52;0,000369959203278837;0
-51;0,000384615270911349;0
-50;0,00040015993597441;0
-49;0,000416666522111254;0
-48;0,000434216076091987;0
-47;0,000452898365098381;0
-46;0,000472813027573464;0
-45;0,000494070905271537;0
-44;0,000516795589868672;0
-43;0,000541125224566968;0
-42;0,000567214609905785;0
-41;0,000595237673944232;0
-40;0,000625390380706883;0
-39;0,000657894168083747;0
-38;0,000693000028295503;0
-37;0,000730993371971046;0
-36;0,000772199852704515;0
-35;0,000816992375182091;0
-34;0,00086579957001864;0
-33;0,000919116097011439;0
-32;0,000977515242085226;0
-31;0,00104166441080992;0
-30;0,00111234430574777;0
-29;0,00119047282413521;0
-28;0,00127713505255777;0
-27;0,00137362120419538;0
-26;0,00148147499764758;0
-25;0,0016025558974569;0
-24;0,00173911995105146;0
-23;0,00189392585816282;0
-22;0,002070375698485;0
-21;0,00227270390061805;0
-20;0,0025062343360354;0
-19;0,00277773514832492;0
-18;0,00309591624832106;0
-17;0,00347213907712938;0
-16;0,00392144895250011;0
-15;0,0044641093509264;0
-14;0,00512793815238046;0
-13;0,0059519641481689;0
-12;0,00699233254569128;0
-11;0,00833219505532031;0
-10;0,0100989901009899;0
-9;0,0124961901859189;0
-8;0,0158652672687332;0
-7;0,0208159866777685;0
-6;0,0285273708558211;0
-5;0,0415335463258786;0
-4;0,066147859922179;0
-3;0,121951219512195;0
-2;0,294117647058824;0
-1;1;0
0;1;0
1;1;0
2;0,294117647058824;0
3;0,121951219512195;0
4;0,066147859922179;0
5;0,0415335463258786;0
6;0,0285273708558211;0
7;0,0208159866777685;0
8;0,0158652672687332;0
9;0,0124961901859189;0
10;0,0100989901009899;0
11;0,00833219505532031;0
12;0,00699233254569128;0
13;0,0059519641481689;0
14;0,00512793815238046;0
15;0,0044641093509264;0
16;0,00392144895250011;0
17;0,00347213907712938;0
18;0,00309591624832106;0
19;0,00277773514832492;0
20;0,0025062343360354;0
21;0,00227270390061805;0
22;0,002070375698485;0
23;0,00189392585816282;0
24;0,00173911995105146;0
25;0,0016025558974569;0
26;0,00148147499764758;0
27;0,00137362120419538;0
28;0,00127713505255777;0
29;0,00119047282413521;0
30;0,00111234430574777;0
31;0,00104166441080992;0
32;0,000977515242085226;0
33;0,000919116097011439;0
34;0,00086579957001864;0
35;0,000816992375182091;0
36;0,000772199852704515;0
37;0,000730993371971046;0
38;0,000693000028295503;0
39;0,000657894168083747;0
40;0,000625390380706883;0
41;0,000595237673944232;0
42;0,000567214609905785;0
43;0,000541125224566968;0
44;0,000516795589868672;0
45;0,000494070905271537;0
46;0,000472813027573464;0
47;0,000452898365098381;0
48;0,000434216076091987;0
49;0,000416666522111254;0
50;0,00040015993597441;0
51;0,000384615270911349;0
52;0,000369959203278837;0
53;0,000356125265858283;0
54;0,000343053092552479;0
55;0,000330687758411282;0
56;0,000318979201478225;0
57;0,000307881715065988;0
58;0,000297353500822737;0
59;0,000287356274410222;0
60;0,000277854916832182;0
61;0,000268817165471049;0
62;0,000260213339747192;0
63;0,000252016097036227;0
64;0,000244200215089308;0
65;0,000236742397717593;0
66;0,000229621100940688;0
67;0,000222816377172447;0
68;0,000216309735336503;0
69;0,000210084015076991;0
70;0,000204123273464254;0
71;0,000198412682796833;0
72;0,000192938438274789;0
73;0,000187687674469427;0
74;0,000182648389644473;0
75;0,000177809377096395;0
76;0,000173160162779545;0
77;0,000168690948567125;0
78;0,00016439256057339;0
79;0,0001602564020276;0
80;0,000156274410247207;0
81;0,000152439017307752;0
82;0,000148743114050889;0
83;0,000145180017110592;0
84;0,00014174343867172;0
85;0,000138427458705189;0
86;0,000135226499450639;0
87;0,000132135301941034;0
88;0,000129148904384571;0
89;0,000126262622237822;0
90;0,000123472029820576;0
91;0,000120772943337541;0
92;0,0001181
