"                      Function";"    N";"   Args";"";"      Val";"    Ideal";"      Abs";"      Rel"
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Lebedev\SummerPractice2_2016\OpaqueFunctions\OpaqueFunctions_what_I_want.cs)"; 1000; -0,998;2|3 ;    432,6 ;        0;    432,6;        ∞
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Lebedev\SummerPractice2_2016\OpaqueFunctions\OpaqueFunctions_what_I_want.cs)"; 1000; -0,994;2|3 ;    166,3 ;        0;    166,3;        ∞
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Lebedev\SummerPractice2_2016\OpaqueFunctions\OpaqueFunctions_what_I_want.cs)"; 1000;  -0,99;2|3 ;      100 ;        0;      100;        ∞
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Lebedev\SummerPractice2_2016\OpaqueFunctions\OpaqueFunctions_what_I_want.cs)"; 1000; -0,986;2|3 ;    71,43 ;        0;    71,43;        ∞
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Lebedev\SummerPractice2_2016\OpaqueFunctions\OpaqueFunctions_what_I_want.cs)"; 1000; -0,982;2|3 ;    55,56 ;        0;    55,56;        ∞
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Lebedev\SummerPractice2_2016\OpaqueFunctions\OpaqueFunctions_what_I_want.cs)"; 1000; -0,978;2|3 ;    45,45 ;        0;    45,45;        ∞
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Lebedev\SummerPractice2_2016\OpaqueFunctions\OpaqueFunctions_what_I_want.cs)"; 1000; -0,974;2|3 ;    38,46 ;        0;    38,46;        ∞
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Lebedev\SummerPractice2_2016\OpaqueFunctions\OpaqueFunctions_what_I_want.cs)"; 1000;  -0,97;2|3 ;    33,33 ;        0;    33,33;        ∞
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Lebedev\SummerPractice2_2016\OpaqueFunctions\OpaqueFunctions_what_I_want.cs)"; 1000; -0,966;2|3 ;    29,41 ;        0;    29,41;        ∞
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Lebedev\SummerPractice2_2016\OpaqueFunctions\OpaqueFunctions_what_I_want.cs)"; 1000; -0,962;2|3 ;    26,32 ;        0;    26,32;        ∞
