"                      Function";"    N";"   Args";"";"      Val";"    Ideal";"      Abs";"      Rel"
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,998;2|3 ;    432,6 ;      500;     67,4;   0,1348
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,994;2|3 ;    166,3 ;    166,7;   0,4033;  0,00242
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000;  -0,99;2|3 ;      100 ;      100; 0,004274;4,274E-05
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,986;2|3 ;    71,43 ;    71,43;5,305E-05;7,427E-07
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,982;2|3 ;    55,56 ;    55,56;7,052E-07;1,269E-08
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,978;2|3 ;    45,45 ;    45,45;  9,7E-09;2,134E-10
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,974;2|3 ;    38,46 ;    38,46;1,358E-10;3,531E-12
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000;  -0,97;2|3 ;    33,33 ;    33,33;1,947E-12;5,841E-14
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,966;2|3 ;    29,41 ;    29,41;2,132E-14;7,248E-16
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,962;2|3 ;    26,32 ;    26,32;6,395E-14; 2,43E-15
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,958;2|3 ;    23,81 ;    23,81;5,329E-14;2,238E-15
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,954;2|3 ;    21,74 ;    21,74;2,132E-14;9,805E-16
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000;  -0,95;2|3 ;       20 ;       20;3,553E-15;1,776E-16
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,946;2|3 ;    18,52 ;    18,52;3,197E-14;1,727E-15
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,942;2|3 ;    17,24 ;    17,24;7,105E-15;4,121E-16
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,938;2|3 ;    16,13 ;    16,13;        0;        0
"Math_7_2(C:\git_reps\summer_practice\opaque-func-lib\Muradyan\TestingSystem\TestingSystem\Tests\Lebedev.cs)"; 1000; -0,934;2|3 ;    15,15 ;    15,15;1,066E-14;7,034E-16
