"                      Function";"    N";"   Args";"";"      Val";"    Ideal";"      Abs";"      Rel"
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -99800;2|3 ;-2,07E+87 ;   0,7316; 2,07E+87; 2,83E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -99400;2|3 ;-1,911E+87 ;7,124E-05;1,911E+87;2,682E+91
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -99000;2|3 ;-1,763E+87 ;   0,7165;1,763E+87; 2,46E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -98600;2|3 ;-1,625E+87 ;   0,8059;1,625E+87;2,017E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -98200;2|3 ;-1,499E+87 ; 0,009348;1,499E+87;1,603E+89
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -97800;2|3 ;-1,381E+87 ;   0,6338;1,381E+87;2,179E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -97400;2|3 ;-1,272E+87 ;   0,8707;1,272E+87;1,461E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -97000;2|3 ;-1,172E+87 ;  0,03392;1,172E+87;3,455E+88
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -96600;2|3 ;-1,079E+87 ;    0,547;1,079E+87;1,972E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -96200;2|3 ;-9,93E+86 ;   0,9239; 9,93E+86;1,075E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -95800;2|3 ;-9,136E+86 ;  0,07302;9,136E+86;1,251E+88
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -95400;2|3 ;-8,403E+86 ;   0,4588;8,403E+86;1,832E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -95000;2|3 ;-7,725E+86 ;   0,9639;7,725E+86;8,014E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -94600;2|3 ; -7,1E+86 ;   0,1254;  7,1E+86;5,661E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -94200;2|3 ;-6,523E+86 ;   0,3718;6,523E+86;1,755E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -93800;2|3 ;-5,991E+86 ;   0,9895;5,991E+86;6,055E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -93400;2|3 ; -5,5E+86 ;   0,1895;  5,5E+86;2,902E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -93000;2|3 ;-5,048E+86 ;   0,2888;5,048E+86;1,748E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -92600;2|3 ;-4,631E+86 ;   0,9998;4,631E+86;4,632E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -92200;2|3 ;-4,247E+86 ;   0,2633;4,247E+86;1,613E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -91800;2|3 ;-3,893E+86 ;   0,2124;3,893E+86;1,833E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -91400;2|3 ;-3,568E+86 ;   0,9945;3,568E+86;3,587E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -91000;2|3 ;-3,268E+86 ;   0,3444;3,268E+86;9,488E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -90600;2|3 ;-2,992E+86 ;   0,1449;2,992E+86;2,065E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -90200;2|3 ;-2,739E+86 ;   0,9738;2,739E+86;2,813E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -89800;2|3 ;-2,506E+86 ;   0,4304;2,506E+86;5,822E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -89400;2|3 ;-2,292E+86 ;  0,08855;2,292E+86;2,588E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -89000;2|3 ;-2,095E+86 ;   0,9383;2,095E+86;2,233E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -88600;2|3 ;-1,915E+86 ;   0,5186;1,915E+86;3,692E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -88200;2|3 ;-1,749E+86 ;    0,045;1,749E+86;3,887E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -87800;2|3 ;-1,597E+86 ;   0,8892;1,597E+86;1,796E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -87400;2|3 ;-1,458E+86 ;   0,6062;1,458E+86;2,405E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -87000;2|3 ;-1,33E+86 ;  0,01563; 1,33E+86;8,508E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -86600;2|3 ;-1,213E+86 ;    0,828;1,213E+86;1,465E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -86200;2|3 ;-1,106E+86 ;   0,6904;1,106E+86;1,601E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -85800;2|3 ;-1,007E+86 ; 0,001366;1,007E+86;7,377E+88
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -85400;2|3 ;-9,175E+85 ;   0,7565;9,175E+85;1,213E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -85000;2|3 ;-8,353E+85 ;   0,7688;8,353E+85;1,086E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -84600;2|3 ;-7,601E+85 ; 0,002643;7,601E+85;2,876E+88
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -84200;2|3 ;-6,913E+85 ;    0,677;6,913E+85;1,021E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -83800;2|3 ;-6,285E+85 ;   0,8387;6,285E+85;7,494E+85
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -83400;2|3 ;-5,712E+85 ;  0,01942;5,712E+85;2,941E+87
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -83000;2|3 ;-5,188E+85 ;    0,592;5,188E+85;8,764E+85
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -82600;2|3 ;-4,71E+85 ;   0,8981; 4,71E+85;5,245E+85
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -82200;2|3 ;-4,274E+85 ;  0,05119;4,274E+85;8,351E+86
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -81800;2|3 ;-3,877E+85 ;   0,5041;3,877E+85;7,691E+85
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -81400;2|3 ;-3,515E+85 ;   0,9451;3,515E+85;3,719E+85
"Sin_15(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -81000;2|3 ;-3,185E+85 ;  0,09694;3,185E+85;3,286E+86
