"                      Function";"    N";"   Args";"";"      Val";"    Ideal";"      Abs";"      Rel"
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -99800;2|3 ; 2,07E+87 ;   0,2684; 2,07E+87;7,713E+87
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -99400;2|3 ;1,911E+87 ;   0,9999;1,911E+87;1,911E+87
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -99000;2|3 ;1,763E+87 ;   0,2835;1,763E+87;6,217E+87
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -98600;2|3 ;1,625E+87 ;   0,1941;1,625E+87;8,375E+87
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -98200;2|3 ;1,499E+87 ;   0,9907;1,499E+87;1,513E+87
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -97800;2|3 ;1,381E+87 ;   0,3662;1,381E+87;3,772E+87
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -97400;2|3 ;1,272E+87 ;   0,1293;1,272E+87; 9,84E+87
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -97000;2|3 ;1,172E+87 ;   0,9661;1,172E+87;1,213E+87
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -96600;2|3 ;1,079E+87 ;    0,453;1,079E+87;2,382E+87
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -96200;2|3 ; 9,93E+86 ;  0,07608; 9,93E+86;1,305E+88
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -95800;2|3 ;9,136E+86 ;    0,927;9,136E+86;9,856E+86
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -95400;2|3 ;8,403E+86 ;   0,5412;8,403E+86;1,552E+87
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -95000;2|3 ;7,725E+86 ;  0,03606;7,725E+86;2,143E+88
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -94600;2|3 ;  7,1E+86 ;   0,8746;  7,1E+86;8,118E+86
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -94200;2|3 ;6,523E+86 ;   0,6282;6,523E+86;1,038E+87
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -93800;2|3 ;5,991E+86 ;   0,0105;5,991E+86;5,705E+88
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -93400;2|3 ;  5,5E+86 ;   0,8105;  5,5E+86;6,786E+86
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -93000;2|3 ;5,048E+86 ;   0,7112;5,048E+86;7,097E+86
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -92600;2|3 ;4,631E+86 ;0,0002034;4,631E+86;2,277E+90
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -92200;2|3 ;4,247E+86 ;   0,7367;4,247E+86;5,764E+86
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -91800;2|3 ;3,893E+86 ;   0,7876;3,893E+86;4,943E+86
"Cos_17(C:\git_reps\summer_practice\opaque-func-lib\Markov\OpaqueFunctions\OpaqueFunctions.cs)";   10; -91400;2|3 ;3,568E+86 ; 0,005486;3,568E+86;6,503E+88
