"  Function";"    N";"   Args";"";"      Val";"    Ideal";"      Abs";"      Rel"
" Math_12_2";   10;-0,99601;2|3 ;    34,53 ;   0,1258;    34,41;    273,6
" Math_12_2";   10;-0,99202;2|3 ;    33,12 ;   0,1265;    32,99;    260,8
" Math_12_2";   10;-0,98802;2|3 ;    31,75 ;   0,1273;    31,63;    248,5
" Math_12_2";   10;-0,98403;2|3 ;    30,44 ;    0,128;    30,32;    236,8
" Math_12_2";   10;-0,98004;2|3 ;    29,18 ;   0,1288;    29,05;    225,5
" Math_12_2";   10;-0,97605;2|3 ;    27,97 ;   0,1296;    27,84;    214,8
" Math_12_2";   10;-0,97206;2|3 ;     26,8 ;   0,1304;    26,67;    204,5
" Math_12_2";   10;-0,96806;2|3 ;    25,68 ;   0,1312;    25,55;    194,7
" Math_12_2";   10;-0,96407;2|3 ;     24,6 ;    0,132;    24,46;    185,4
" Math_12_2";   10;-0,96008;2|3 ;    23,56 ;   0,1328;    23,42;    176,4
" Math_12_2";   10;-0,95609;2|3 ;    22,56 ;   0,1336;    22,42;    167,8
" Math_12_2";   10;-0,9521;2|3 ;     21,6 ;   0,1344;    21,46;    159,7
" Math_12_2";   10;-0,9481;2|3 ;    20,67 ;   0,1353;    20,54;    151,9
" Math_12_2";   10;-0,94411;2|3 ;    19,79 ;   0,1361;    19,65;    144,4
" Math_12_2";   10;-0,94012;2|3 ;    18,94 ;   0,1369;     18,8;    137,3
" Math_12_2";   10;-0,93613;2|3 ;    18,12 ;   0,1378;    17,98;    130,5
" Math_12_2";   10;-0,93214;2|3 ;    17,33 ;   0,1386;    17,19;      124
" Math_12_2";   10;-0,92814;2|3 ;    16,58 ;   0,1395;    16,44;    117,8
" Math_12_2";   10;-0,92415;2|3 ;    15,85 ;   0,1404;    15,71;    111,9
" Math_12_2";   10;-0,92016;2|3 ;    15,16 ;   0,1412;    15,01;    106,3
" Math_12_2";   10;-0,91617;2|3 ;    14,49 ;   0,1421;    14,35;    100,9
" Math_12_2";   10;-0,91218;2|3 ;    13,85 ;    0,143;     13,7;    95,81
" Math_12_2";   10;-0,90818;2|3 ;    13,23 ;   0,1439;    13,09;    90,93
" Math_12_2";   10;-0,90419;2|3 ;    12,64 ;   0,1448;     12,5;    86,29
" Math_12_2";   10;-0,9002;2|3 ;    12,08 ;   0,1457;    11,93;    81,86
" Math_12_2";   10;-0,89621;2|3 ;    11,53 ;   0,1467;    11,39;    77,64
" Math_12_2";   10;-0,89222;2|3 ;    11,01 ;   0,1476;    10,87;    73,62
" Math_12_2";   10;-0,88822;2|3 ;    10,52 ;   0,1485;    10,37;    69,79
" Math_12_2";   10;-0,88423;2|3 ;    10,04 ;   0,1495;    9,889;    66,15
" Math_12_2";   10;-0,88024;2|3 ;    9,581 ;   0,1504;     9,43;    62,69
" Math_12_2";   10;-0,87625;2|3 ;    9,143 ;   0,1514;    8,991;    59,39
" Math_12_2";   10;-0,87226;2|3 ;    8,723 ;   0,1524;    8,571;    56,25
" Math_12_2";   10;-0,86826;2|3 ;    8,321 ;   0,1534;    8,168;    53,26
" Math_12_2";   10;-0,86427;2|3 ;    7,937 ;   0,1543;    7,782;    50,42
" Math_12_2";   10;-0,86028;2|3 ;    7,569 ;   0,1553;    7,413;    47,72
" Math_12_2";   10;-0,85629;2|3 ;    7,216 ;   0,1563;     7,06;    45,16
" Math_12_2";   10;-0,8523;2|3 ;    6,879 ;   0,1574;    6,722;    42,72
" Math_12_2";   10;-0,8483;2|3 ;    6,557 ;   0,1584;    6,399;     40,4
