"  Function";"    N";"   Args";"";"      Val";"    Ideal";"      Abs";"      Rel"
"Math_5_2_ln";   10;  198,6;2|3 ;    5,785 ;    5,296;   0,4887;  0,09227
"Math_5_2_ln";   10; 398,21;2|3 ;     7,58 ;    5,989;     1,59;   0,2655
"Math_5_2_ln";   10; 597,81;2|3 ;    9,282 ;    6,395;    2,887;   0,4514
"Math_5_2_ln";   10; 797,41;2|3 ;    10,96 ;    6,683;    4,276;   0,6398
"Math_5_2_ln";   10; 997,01;2|3 ;    12,62 ;    6,906;    5,719;   0,8281
"Math_5_2_ln";   10; 1196,6;2|3 ;    14,29 ;    7,088;    7,197;    1,015
"Math_5_2_ln";   10; 1396,2;2|3 ;    15,94 ;    7,242;    8,701;    1,201
"Math_5_2_ln";   10; 1595,8;2|3 ;     17,6 ;    7,376;    10,22;    1,386
"Math_5_2_ln";   10; 1795,4;2|3 ;    19,25 ;    7,494;    11,76;    1,569
"Math_5_2_ln";   10;   1995;2|3 ;    20,91 ;    7,599;    13,31;    1,751
"Math_5_2_ln";   10; 2194,6;2|3 ;    22,56 ;    7,694;    14,86;    1,932
"Math_5_2_ln";   10; 2394,2;2|3 ;    24,21 ;    7,781;    16,43;    2,111
"Math_5_2_ln";   10; 2593,8;2|3 ;    25,86 ;    7,861;       18;     2,29
"Math_5_2_ln";   10; 2793,4;2|3 ;    27,51 ;    7,935;    19,58;    2,467
"Math_5_2_ln";   10;   2993;2|3 ;    29,17 ;    8,004;    21,16;    2,644
"Math_5_2_ln";   10; 3192,6;2|3 ;    30,82 ;    8,069;    22,75;    2,819
"Math_5_2_ln";   10; 3392,2;2|3 ;    32,47 ;     8,13;    24,34;    2,994
"Math_5_2_ln";   10; 3591,9;2|3 ;    34,12 ;    8,187;    25,93;    3,168
"Math_5_2_ln";   10; 3791,5;2|3 ;    35,77 ;    8,241;    27,53;     3,34
"Math_5_2_ln";   10; 3991,1;2|3 ;    37,42 ;    8,292;    29,13;    3,513
"Math_5_2_ln";   10; 4190,7;2|3 ;    39,07 ;    8,341;    30,73;    3,684
"Math_5_2_ln";   10; 4390,3;2|3 ;    40,72 ;    8,387;    32,33;    3,855
"Math_5_2_ln";   10; 4589,9;2|3 ;    42,37 ;    8,432;    33,94;    4,025
"Math_5_2_ln";   10; 4789,5;2|3 ;    44,02 ;    8,474;    35,55;    4,195
"Math_5_2_ln";   10; 4989,1;2|3 ;    45,67 ;    8,515;    37,16;    4,363
"Math_5_2_ln";   10; 5188,7;2|3 ;    47,32 ;    8,554;    38,77;    4,532
"Math_5_2_ln";   10; 5388,3;2|3 ;    48,97 ;    8,592;    40,38;      4,7
