x;absoluteErrorrelativeError;result
13,7000000000004;0;0;13,7000000000004
13,8000000000004;0;0;13,8000000000004
13,9000000000004;0;0;13,9000000000004
14,0000000000004;0;0;14,0000000000004
14,1000000000004;0;0;14,1000000000004
14,2000000000004;0;0;14,2000000000004
14,3000000000004;0;0;14,3000000000004
14,4000000000004;0;0;14,4000000000004
14,5000000000004;0;0;14,5000000000004
14,6000000000004;0;0;14,6000000000004
14,7000000000004;0;0;14,7000000000004
14,8000000000004;0;0;14,8000000000004
14,9000000000004;0;0;14,9000000000004
15,0000000000004;0;0;15,0000000000004
15,1000000000004;0;0;15,1000000000004
15,2000000000004;0;0;15,2000000000004
15,3000000000004;0;0;15,3000000000004
15,4000000000004;0;0;15,4000000000004
15,5000000000004;1,77635683940025E-15;1,14603667058078E-16;15,5000000000004
15,6000000000004;0;0;15,6000000000004
15,7000000000004;1,77635683940025E-15;1,13143747732497E-16;15,7000000000004
15,8000000000004;0;0;15,8000000000004
15,9000000000004;1,77635683940025E-15;1,1172055593712E-16;15,9000000000004
16,0000000000004;0;0;16,0000000000004
16,1000000000004;0;0;16,1000000000004
16,2000000000004;0;0;16,2000000000004
16,3000000000004;0;0;16,3000000000004
16,4000000000004;0;0;16,4000000000004
16,5000000000004;0;0;16,5000000000004
16,6000000000004;0;0;16,6000000000004
16,7000000000004;0;0;16,7000000000004
16,8000000000004;0;0;16,8000000000004
16,9000000000004;0;0;16,9000000000004
17,0000000000004;0;0;17,0000000000004
17,1000000000004;0;0;17,1000000000004
17,2000000000004;0;0;17,2000000000004
17,3000000000004;0;0;17,3000000000004
17,4000000000004;0;0;17,4000000000004
17,5000000000004;0;0;17,5000000000004
17,6000000000004;0;0;17,6000000000004
17,7000000000004;0;0;17,7000000000004
17,8000000000004;0;0;17,8000000000004
17,9000000000004;0;0;17,9000000000004
18,0000000000004;0;0;18,0000000000004
18,1000000000004;0;0;18,1000000000004
18,2000000000004;0;0;18,2000000000004
18,3000000000004;0;0;18,3000000000004
18,4000000000004;0;0;18,4000000000004
18,5000000000004;0;0;18,5000000000004
18,6000000000004;0;0;18,6000000000004
18,7000000000004;0;0;18,7000000000004
18,8000000000004;0;0;18,8000000000004
18,9000000000004;0;0;18,9000000000004
19,0000000000004;0;0;19,0000000000004
19,1000000000004;0;0;19,1000000000004
19,2000000000004;0;0;19,2000000000004
19,3000000000004;0;0;19,3000000000004
19,4000000000005;0;0;19,4000000000005
19,5000000000005;0;0;19,5000000000005
19,6000000000005;0;0;19,6000000000005
19,7000000000005;0;0;19,7000000000005
19,8000000000005;0;0;19,8000000000005
19,9000000000005;0;0;19,9000000000005
20,0000000000005;0;0;20,0000000000005
20,1000000000005;0;0;20,1000000000005
20,2000000000005;0;0;20,2000000000005
20,3000000000005;0;0;20,3000000000005
20,4000000000005;0;0;20,4000000000005
20,5000000000005;0;0;20,5000000000005
20,6000000000005;0;0;20,6000000000005
20,7000000000005;0;0;20,7000000000005
20,8000000000005;0;0;20,8000000000005
20,9000000000005;0;0;20,9000000000005
21,0000000000005;0;0;21,0000000000005
21,1000000000005;0;0;21,1000000000005
21,2000000000005;0;0;21,2000000000005
21,3000000000005;0;0;21,3000000000005
21,4000000000005;0;0;21,4000000000005
21,5000000000005;0;0;21,5000000000005
21,6000000000005;0;0;21,6000000000005
21,7000000000005;0;0;21,7000000000005
21,8000000000005;0;0;21,8000000000005
21,9000000000005;0;0;21,9000000000005
22,0000000000005;0;0;22,0000000000005
22,1000000000005;0;0;22,1000000000005
22,2000000000005;0;0;22,2000000000005
22,3000000000005;0;0;22,3000000000005
22,4000000000005;0;0;22,4000000000005
22,5000000000005;0;0;22,5000000000005
22,6000000000005;0;0;22,6000000000005
22,7000000000005;0;0;22,7000000000005
22,8000000000005;0;0;22,8000000000005
22,9000000000005;0;0;22,9000000000005
23,0000000000005;0;0;23,0000000000005
23,1000000000005;0;0;23,1000000000005
23,2000000000005;0;0;23,2000000000005
23,3000000000005;0;0;23,3000000000005
23,4000000000005;0;0;23,4000000000005
23,5000000000005;0;0;23,5000000000005
23,6000000000005;0;0;23,6000000000005
23,7000000000005;0;0;23,7000000000005
23,8000000000005;0;0;23,8000000000005
23,9000000000005;0;0;23,9000000000005
24,0000000000005;0;0;24,0000000000005
24,1000000000005;0;0;24,1000000000005
24,2000000000005;0;0;24,2000000000005
24,3000000000005;0;0;24,3000000000005
24,4000000000005;0;0;24,4000000000005
24,5000000000005;0;0;24,5000000000005
24,6000000000005;0;0;24,6000000000005
24,7000000000005;0;0;24,7000000000005
24,8000000000005;0;0;24,8000000000005
24,9000000000005;0;0;24,9000000000005
25,0000000000005;0;0;25,0000000000005
25,1000000000005;0;0;25,1000000000005
25,2000000000005;0;0;25,2000000000005
25,3000000000005;0;0;25,3000000000005
25,4000000000005;0;0;25,4000000000005
25,5000000000005;0;0;25,5000000000005
25,6000000000005;0;0;25,6000000000005
25,7000000000005;0;0;25,7000000000005
25,8000000000005;0;0;25,8000000000005
25,9000000000005;0;0;25,9000000000005
26,0000000000005;0;0;26,0000000000005
26,1000000000005;0;0;26,1000000000005
26,2000000000005;0;0;26,2000000000005
26,3000000000005;0;0;26,3000000000005
26,4000000000005;0;0;26,4000000000005
26,5000000000006;0;0;26,5000000000006
26,6000000000006;0;0;26,6000000000006
26,7000000000006;0;0;26,7000000000006
26,8000000000006;0;0;26,8000000000006
26,9000000000006;0;0;26,9000000000006
27,0000000000006;0;0;27,0000000000006
27,1000000000006;0;0;27,1000000000006
27,2000000000006;0;0;27,2000000000006
27,3000000000006;0;0;27,3000000000006
27,4000000000006;0;0;27,4000000000006
27,5000000000006;0;0;27,5000000000006
27,6000000000006;0;0;27,6000000000006
27,7000000000006;0;0;27,7000000000006
27,8000000000006;0;0;27,8000000000006
27,9000000000006;0;0;27,9000000000006
28,0000000000006;0;0;28,0000000000006
28,1000000000006;0;0;28,1000000000006
28,2000000000006;0;0;28,2000000000006
28,3000000000006;0;0;28,3000000000006
28,4000000000006;0;0;28,4000000000006
28,5000000000006;0;0;28,5000000000006
28,6000000000006;0;0;28,6000000000006
28,7000000000006;0;0;28,7000000000006
28,8000000000006;0;0;28,8000000000006
28,9000000000006;0;0;28,9000000000006
29,0000000000006;0;0;29,0000000000006
29,1000000000006;0;0;29,1000000000006
29,2000000000006;0;0;29,2000000000006
29,3000000000006;0;0;29,3000000000006
29,4000000000006;0;0;29,4000000000006
29,5000000000006;0;0;29,5000000000006
29,6000000000006;0;0;29,6000000000006
29,7000000000006;0;0;29,7000000000006
29,8000000000006;0;0;29,8000000000006
29,9000000000006;0;0;29,9000000000006
30,0000000000006;0;0;30,0000000000006
30,1000000000006;0;0;30,1000000000006
30,2000000000006;0;0;30,2000000000006
30,3000000000006;0;0;30,3000000000006
30,4000000000006;0;0;30,4000000000006
30,5000000000006;0;0;30,5000000000006
30,6000000000006;0;0;30,6000000000006
30,7000000000006;0;0;30,7000000000006
30,8000000000006;0;0;30,8000000000006
30,9000000000006;0;0;30,9000000000006
31,0000000000006;0;0;31,0000000000006
31,1000000000006;0;0;31,1000000000006
31,2000000000006;0;0;31,2000000000006
31,3000000000006;0;0;31,3000000000006
31,4000000000006;0;0;31,4000000000006
31,5000000000006;0;0;31,5000000000006
31,6000000000006;0;0;31,6000000000006
31,7000000000006;0;0;31,7000000000006
31,8000000000006;0;0;31,8000000000006
31,9000000000006;0;0;31,9000000000006
32,0000000000006;0;0;32,0000000000006
32,1000000000006;0;0;32,1000000000006
32,2000000000006;0;0;32,2000000000006
32,3000000000006;0;0;32,3000000000006
32,4000000000006;0;0;32,4000000000006
32,5000000000006;0;0;32,5000000000006
32,6000000000006;0;0;32,6000000000006
32,7000000000006;0;0;32,7000000000006
32,8000000000006;0;0;32,8000000000006
32,9000000000006;0;0;32,9000000000006
33,0000000000006;0;0;33,0000000000006
33,1000000000006;0;0;33,1000000000006
33,2000000000006;0;0;33,2000000000006
33,3000000000006;0;0;33,3000000000006
33,4000000000006;0;0;33,4000000000006
33,5000000000006;0;0;33,5000000000006
33,6000000000006;0;0;33,6000000000006
33,7000000000006;0;0;33,7000000000006
33,8000000000007;0;0;33,8000000000007
33,9000000000007;0;0;33,9000000000007
34,0000000000007;0;0;34,0000000000007
34,1000000000007;0;0;34,1000000000007
34,2000000000007;0;0;34,2000000000007
34,3000000000007;0;0;34,3000000000007
34,4000000000007;0;0;34,4000000000007
34,5000000000007;0;0;34,5000000000007
34,6000000000007;0;0;34,6000000000007
34,7000000000007;0;0;34,7000000000007
34,8000000000007;0;0;34,8000000000007
34,9000000000007;0;0;34,9000000000007
35,0000000000007;0;0;35,0000000000007
35,1000000000007;0;0;35,1000000000007
35,2000000000007;0;0;35,2000000000007
35,3000000000007;0;0;35,3000000000007
35,4000000000007;0;0;35,4000000000007
35,5000000000007;0;0;35,5000000000007
35,6000000000007;0;0;35,6000000000007
35,7000000000007;0;0;35,7000000000007
35,8000000000007;0;0;35,8000000000007
35,9000000000007;0;0;35,9000000000007
36,0000000000007;0;0;36,0000000000007
36,1000000000007;0;0;36,1000000000007
36,2000000000007;0;0;36,2000000000007
36,3000000000007;0;0;36,3000000000007
36,4000000000007;0;0;36,4000000000007
36,5000000000007;0;0;36,5000000000007
36,6000000000007;0;0;36,6000000000007
36,7000000000007;0;0;36,7000000000007
36,8000000000007;0;0;36,8000000000007
36,9000000000007;0;0;36,9000000000007
37,0000000000007;0;0;37,0000000000007
37,1000000000007;0;0;37,1000000000007
37,2000000000007;0;0;37,2000000000007
37,3000000000007;0;0;37,3000000000007
37,4000000000007;0;0;37,4000000000007
37,5000000000007;0;0;37,5000000000007
37,6000000000007;0;0;37,6000000000007
37,7000000000007;0;0;37,7000000000007
37,8000000000007;0;0;37,8000000000007
37,9000000000007;0;0;37,9000000000007
38,0000000000007;0;0;38,0000000000007
38,1000000000007;0;0;38,1000000000007
38,2000000000007;0;0;38,2000000000007
38,3000000000007;0;0;38,3000000000007
38,4000000000007;0;0;38,4000000000007
38,5000000000007;0;0;38,5000000000007
38,6000000000007;0;0;38,6000000000007
38,7000000000007;0;0;38,7000000000007
38,8000000000007;0;0;38,8000000000007
38,9000000000007;0;0;38,9000000000007
39,0000000000007;0;0;39,0000000000007
39,1000000000007;0;0;39,1000000000007
39,2000000000007;0;0;39,2000000000007
39,3000000000007;0;0;39,3000000000007
39,4000000000007;0;0;39,4000000000007
39,5000000000007;0;0;39,5000000000007
39,6000000000007;0;0;39,6000000000007
39,7000000000007;0;0;39,7000000000007
39,8000000000007;0;0;39,8000000000007
39,9000000000007;0;0;39,9000000000007
40,0000000000007;0;0;40,0000000000007
40,1000000000007;0;0;40,1000000000007
40,2000000000007;0;0;40,2000000000007
40,3000000000007;0;0;40,3000000000007
40,4000000000007;0;0;40,4000000000007
40,5000000000007;0;0;40,5000000000007
40,6000000000007;0;0;40,6000000000007
40,7000000000007;0;0;40,7000000000007
40,8000000000008;0;0;40,8000000000008
40,9000000000008;0;0;40,9000000000008
41,0000000000008;0;0;41,0000000000008
41,1000000000008;0;0;41,1000000000008
41,2000000000008;0;0;41,2000000000008
41,3000000000008;0;0;41,3000000000008
41,4000000000008;0;0;41,4000000000008
41,5000000000008;0;0;41,5000000000008
41,6000000000008;0;0;41,6000000000008
41,7000000000008;0;0;41,7000000000008
41,8000000000008;0;0;41,8000000000008
41,9000000000008;0;0;41,9000000000008
42,0000000000008;0;0;42,0000000000008
42,1000000000008;0;0;42,1000000000008
42,2000000000008;0;0;42,2000000000008
42,3000000000008;0;0;42,3000000000008
42,4000000000008;0;0;42,4000000000008
42,5000000000008;0;0;42,5000000000008
42,6000000000008;0;0;42,6000000000008
42,7000000000008;0;0;42,7000000000008
42,8000000000008;0;0;42,8000000000008
42,9000000000008;0;0;42,9000000000008
43,0000000000008;0;0;43,0000000000008
43,1000000000008;0;0;43,1000000000008
43,2000000000008;0;0;43,2000000000008
43,3000000000008;0;0;43,3000000000008
43,4000000000008;0;0;43,4000000000008
43,5000000000008;0;0;43,5000000000008
43,6000000000008;0;0;43,6000000000008
43,7000000000008;0;0;43,7000000000008
43,8000000000008;0;0;43,8000000000008
43,9000000000008;0;0;43,9000000000008
44,0000000000008;0;0;44,0000000000008
44,1000000000008;0;0;44,1000000000008
44,2000000000008;0;0;44,2000000000008
44,3000000000008;0;0;44,3000000000008
44,4000000000008;0;0;44,4000000000008
44,5000000000008;0;0;44,5000000000008
44,6000000000008;0;0;44,6000000000008
44,7000000000008;0;0;44,7000000000008
44,8000000000008;0;0;44,8000000000008
44,9000000000008;0;0;44,9000000000008
45,0000000000008;0;0;45,0000000000008
45,1000000000008;0;0;45,1000000000008
45,2000000000008;0;0;45,2000000000008
45,3000000000008;0;0;45,3000000000008
45,4000000000008;0;0;45,4000000000008
45,5000000000008;0;0;45,5000000000008
45,6000000000008;0;0;45,6000000000008
45,7000000000008;0;0;45,7000000000008
45,8000000000008;0;0;45,8000000000008
45,9000000000008;0;0;45,9000000000008
46,0000000000008;0;0;46,0000000000008
46,1000000000008;0;0;46,1000000000008
46,2000000000008;0;0;46,2000000000008
46,3000000000008;0;0;46,3000000000008
46,4000000000008;0;0;46,4000000000008
46,5000000000008;0;0;46,5000000000008
46,6000000000008;0;0;46,6000000000008
46,7000000000008;0;0;46,7000000000008
46,8000000000008;0;0;46,8000000000008
46,9000000000008;0;0;46,9000000000008
47,0000000000008;0;0;47,0000000000008
47,1000000000008;0;0;47,1000000000008
47,2000000000008;0;0;47,2000000000008
47,3000000000008;0;0;47,3000000000008
47,4000000000008;0;0;47,4000000000008
47,5000000000008;0;0;47,5000000000008
47,6000000000008;0;0;47,6000000000008
47,7000000000008;0;0;47,7000000000008
47,8000000000009;0;0;47,8000000000009
47,9000000000009;0;0;47,9000000000009
48,0000000000009;0;0;48,0000000000009
48,1000000000009;0;0;48,1000000000009
48,2000000000009;0;0;48,2000000000009
48,3000000000009;0;0;48,3000000000009
48,4000000000009;0;0;48,4000000000009
48,5000000000009;0;0;48,5000000000009
48,6000000000009;0;0;48,6000000000009
48,7000000000009;0;0;48,7000000000009
48,8000000000009;0;0;48,8000000000009
48,9000000000009;0;0;48,9000000000009
49,0000000000009;0;0;49,0000000000009
49,1000000000009;0;0;49,1000000000009
49,2000000000009;0;0;49,2000000000009
49,3000000000009;0;0;49,3000000000009
49,4000000000009;0;0;49,4000000000009
49,5000000000009;0;0;49,5000000000009
49,6000000000009;0;0;49,6000000000009
49,7000000000009;0;0;49,7000000000009
49,8000000000009;0;0;49,8000000000009
49,9000000000009;0;0;49,9000000000009
