x;absoluteErrorrelativeError;result
-24,7999999999996;0;0;-24,7999999999996
-24,6999999999996;0;0;-24,6999999999996
-24,5999999999996;0;0;-24,5999999999996
-24,4999999999996;0;0;-24,4999999999996
-24,3999999999996;0;0;-24,3999999999996
-24,2999999999996;0;0;-24,2999999999996
-24,1999999999996;0;0;-24,1999999999996
-24,0999999999996;0;0;-24,0999999999996
-23,9999999999996;0;0;-23,9999999999996
-23,8999999999996;0;0;-23,8999999999996
-23,7999999999996;0;0;-23,7999999999996
-23,6999999999996;0;0;-23,6999999999996
-23,5999999999996;0;0;-23,5999999999996
-23,4999999999996;0;0;-23,4999999999996
-23,3999999999996;0;0;-23,3999999999996
-23,2999999999996;0;0;-23,2999999999996
-23,1999999999996;0;0;-23,1999999999996
-23,0999999999996;0;0;-23,0999999999996
-22,9999999999996;0;0;-22,9999999999996
-22,8999999999996;0;0;-22,8999999999996
-22,7999999999996;0;0;-22,7999999999996
-22,6999999999996;0;0;-22,6999999999996
-22,5999999999996;0;0;-22,5999999999996
-22,4999999999996;0;0;-22,4999999999996
-22,3999999999996;0;0;-22,3999999999996
-22,2999999999996;0;0;-22,2999999999996
-22,1999999999996;0;0;-22,1999999999996
-22,0999999999996;0;0;-22,0999999999996
-21,9999999999996;0;0;-21,9999999999996
-21,8999999999996;0;0;-21,8999999999996
-21,7999999999996;0;0;-21,7999999999996
-21,6999999999996;0;0;-21,6999999999996
-21,5999999999996;0;0;-21,5999999999996
-21,4999999999996;0;0;-21,4999999999996
-21,3999999999996;0;0;-21,3999999999996
-21,2999999999996;0;0;-21,2999999999996
-21,1999999999996;0;0;-21,1999999999996
-21,0999999999996;0;0;-21,0999999999996
-20,9999999999996;0;0;-20,9999999999996
-20,8999999999996;0;0;-20,8999999999996
-20,7999999999996;0;0;-20,7999999999996
-20,6999999999996;0;0;-20,6999999999996
-20,5999999999996;0;0;-20,5999999999996
-20,4999999999996;0;0;-20,4999999999996
-20,3999999999996;0;0;-20,3999999999996
-20,2999999999996;0;0;-20,2999999999996
-20,1999999999996;0;0;-20,1999999999996
-20,0999999999996;0;0;-20,0999999999996
-19,9999999999996;0;0;-19,9999999999996
-19,8999999999996;0;0;-19,8999999999996
-19,7999999999996;0;0;-19,7999999999996
-19,6999999999996;0;0;-19,6999999999996
-19,5999999999996;0;0;-19,5999999999996
-19,4999999999996;0;0;-19,4999999999996
-19,3999999999996;0;0;-19,3999999999996
-19,2999999999996;0;0;-19,2999999999996
-19,1999999999996;0;0;-19,1999999999996
-19,0999999999996;0;0;-19,0999999999996
-18,9999999999996;0;0;-18,9999999999996
-18,8999999999996;0;0;-18,8999999999996
-18,7999999999996;0;0;-18,7999999999996
-18,6999999999996;0;0;-18,6999999999996
-18,5999999999996;0;0;-18,5999999999996
-18,4999999999996;0;0;-18,4999999999996
-18,3999999999996;0;0;-18,3999999999996
-18,2999999999996;0;0;-18,2999999999996
-18,1999999999995;0;0;-18,1999999999995
-18,0999999999995;0;0;-18,0999999999995
-17,9999999999995;0;0;-17,9999999999995
-17,8999999999995;0;0;-17,8999999999995
-17,7999999999995;0;0;-17,7999999999995
-17,6999999999995;0;0;-17,6999999999995
-17,5999999999995;0;0;-17,5999999999995
-17,4999999999995;0;0;-17,4999999999995
-17,3999999999995;0;0;-17,3999999999995
-17,2999999999995;0;0;-17,2999999999995
-17,1999999999995;0;0;-17,1999999999995
-17,0999999999995;0;0;-17,0999999999995
-16,9999999999995;0;0;-16,9999999999995
-16,8999999999995;0;0;-16,8999999999995
-16,7999999999995;0;0;-16,7999999999995
-16,6999999999995;0;0;-16,6999999999995
-16,5999999999995;0;0;-16,5999999999995
-16,4999999999995;0;0;-16,4999999999995
-16,3999999999995;0;0;-16,3999999999995
-16,2999999999995;0;0;-16,2999999999995
-16,1999999999995;0;0;-16,1999999999995
-16,0999999999995;0;0;-16,0999999999995
-15,9999999999995;0;0;-15,9999999999995
-15,8999999999995;0;0;-15,8999999999995
-15,7999999999995;0;0;-15,7999999999995
-15,6999999999995;0;0;-15,6999999999995
-15,5999999999995;0;0;-15,5999999999995
-15,4999999999995;0;0;-15,4999999999995
-15,3999999999995;0;0;-15,3999999999995
-15,2999999999995;0;0;-15,2999999999995
-15,1999999999995;0;0;-15,1999999999995
-15,0999999999995;0;0;-15,0999999999995
-14,9999999999995;0;0;-14,9999999999995
-14,8999999999995;0;0;-14,8999999999995
-14,7999999999995;0;0;-14,7999999999995
-14,6999999999995;0;0;-14,6999999999995
-14,5999999999995;0;0;-14,5999999999995
-14,4999999999995;0;0;-14,4999999999995
-14,3999999999995;0;0;-14,3999999999995
-14,2999999999995;0;0;-14,2999999999995
-14,1999999999995;0;0;-14,1999999999995
-14,0999999999995;0;0;-14,0999999999995
-13,9999999999995;0;0;-13,9999999999995
-13,8999999999995;0;0;-13,8999999999995
-13,7999999999995;0;0;-13,7999999999995
-13,6999999999995;0;0;-13,6999999999995
-13,5999999999995;0;0;-13,5999999999995
-13,4999999999995;0;0;-13,4999999999995
-13,3999999999995;0;0;-13,3999999999995
-13,2999999999995;0;0;-13,2999999999995
-13,1999999999995;0;0;-13,1999999999995
-13,0999999999995;0;0;-13,0999999999995
-12,9999999999995;0;0;-12,9999999999995
-12,8999999999995;0;0;-12,8999999999995
-12,7999999999995;0;0;-12,7999999999995
-12,6999999999995;0;0;-12,6999999999995
-12,5999999999995;0;0;-12,5999999999995
-12,4999999999995;0;0;-12,4999999999995
-12,3999999999995;0;0;-12,3999999999995
-12,2999999999995;0;0;-12,2999999999995
-12,1999999999995;0;0;-12,1999999999995
-12,0999999999995;0;0;-12,0999999999995
-11,9999999999995;0;0;-11,9999999999995
-11,8999999999995;0;0;-11,8999999999995
-11,7999999999995;0;0;-11,7999999999995
-11,6999999999995;0;0;-11,6999999999995
-11,5999999999995;0;0;-11,5999999999995
-11,4999999999995;0;0;-11,4999999999995
-11,3999999999995;0;0;-11,3999999999995
-11,2999999999995;0;0;-11,2999999999995
-11,1999999999995;0;0;-11,1999999999995
-11,0999999999995;0;0;-11,0999999999995
-10,9999999999995;0;0;-10,9999999999995
-10,8999999999995;0;0;-10,8999999999995
-10,7999999999995;0;0;-10,7999999999995
-10,6999999999995;0;0;-10,6999999999995
-10,5999999999995;0;0;-10,5999999999995
-10,4999999999995;0;0;-10,4999999999995
-10,3999999999995;0;0;-10,3999999999995
-10,2999999999995;0;0;-10,2999999999995
-10,1999999999995;0;0;-10,1999999999995
-10,0999999999995;0;0;-10,0999999999995
-9,99999999999954;0;0;-9,99999999999954
-9,89999999999954;0;0;-9,89999999999954
-9,79999999999954;0;0;-9,79999999999954
-9,69999999999954;0;0;-9,69999999999954
-9,59999999999954;0;0;-9,59999999999954
-9,49999999999954;0;0;-9,49999999999954
-9,39999999999954;0;0;-9,39999999999954
-9,29999999999954;0;0;-9,29999999999954
-9,19999999999954;0;0;-9,19999999999954
-9,09999999999954;0;0;-9,09999999999954
-8,99999999999954;0;0;-8,99999999999954
-8,89999999999954;0;0;-8,89999999999954
-8,79999999999954;0;0;-8,79999999999954
-8,69999999999954;0;0;-8,69999999999954
-8,59999999999954;0;0;-8,59999999999954
-8,49999999999955;0;0;-8,49999999999955
-8,39999999999955;0;0;-8,39999999999955
-8,29999999999955;0;0;-8,29999999999955
-8,19999999999955;0;0;-8,19999999999955
-8,09999999999955;0;0;-8,09999999999955
-7,99999999999955;0;0;-7,99999999999955
-7,89999999999955;0;0;-7,89999999999955
-7,79999999999955;0;0;-7,79999999999955
-7,69999999999955;0;0;-7,69999999999955
-7,59999999999955;0;0;-7,59999999999955
-7,49999999999955;0;0;-7,49999999999955
-7,39999999999955;0;0;-7,39999999999955
-7,29999999999955;0;0;-7,29999999999955
-7,19999999999955;0;0;-7,19999999999955
-7,09999999999955;0;0;-7,09999999999955
-6,99999999999955;0;0;-6,99999999999955
-6,89999999999955;0;0;-6,89999999999955
-6,79999999999955;0;0;-6,79999999999955
-6,69999999999955;0;0;-6,69999999999955
-6,59999999999955;0;0;-6,59999999999955
-6,49999999999955;0;0;-6,49999999999955
-6,39999999999955;0;0;-6,39999999999955
-6,29999999999955;0;0;-6,29999999999955
-6,19999999999955;0;0;-6,19999999999955
-6,09999999999955;0;0;-6,09999999999955
-5,99999999999955;0;0;-5,99999999999955
-5,89999999999955;0;0;-5,89999999999955
-5,79999999999955;0;0;-5,79999999999955
-5,69999999999956;0;0;-5,69999999999956
-5,59999999999956;0;0;-5,59999999999956
-5,49999999999956;0;0;-5,49999999999956
-5,39999999999956;0;0;-5,39999999999956
-5,29999999999956;0;0;-5,29999999999956
-5,19999999999956;0;0;-5,19999999999956
-5,09999999999956;0;0;-5,09999999999956
-4,99999999999956;0;0;-4,99999999999956
-4,89999999999956;0;0;-4,89999999999956
-4,79999999999956;0;0;-4,79999999999956
-4,69999999999956;0;0;-4,69999999999956
-4,59999999999956;0;0;-4,59999999999956
-4,49999999999956;0;0;-4,49999999999956
-4,39999999999956;0;0;-4,39999999999956
-4,29999999999956;0;0;-4,29999999999956
-4,19999999999956;0;0;-4,19999999999956
-4,09999999999956;0;0;-4,09999999999956
-3,99999999999956;0;0;-3,99999999999956
-3,89999999999956;0;0;-3,89999999999956
-3,79999999999956;0;0;-3,79999999999956
-3,69999999999956;0;0;-3,69999999999956
-3,59999999999956;0;0;-3,59999999999956
-3,49999999999956;0;0;-3,49999999999956
-3,39999999999956;0;0;-3,39999999999956
-3,29999999999956;0;0;-3,29999999999956
-3,19999999999956;0;0;-3,19999999999956
-3,09999999999956;0;0;-3,09999999999956
-2,99999999999956;0;0;-2,99999999999956
-2,89999999999956;0;0;-2,89999999999956
-2,79999999999956;0;0;-2,79999999999956
-2,69999999999956;0;0;-2,69999999999956
-2,59999999999956;0;0;-2,59999999999956
-2,49999999999956;0;0;-2,49999999999956
-2,39999999999956;0;0;-2,39999999999956
-2,29999999999956;0;0;-2,29999999999956
-2,19999999999956;4,44089209850063E-16;2,01858731750069E-16;-2,19999999999956
-2,09999999999956;0;0;-2,09999999999956
-1,99999999999956;0;0;-1,99999999999956
-1,89999999999956;0;0;-1,89999999999956
-1,79999999999956;0;0;-1,79999999999956
-1,69999999999956;0;0;-1,69999999999956
-1,59999999999956;0;0;-1,59999999999956
-1,49999999999956;0;0;-1,49999999999956
-1,39999999999956;2,22044604925031E-16;1,58603289232215E-16;-1,39999999999956
-1,29999999999956;0;0;-1,29999999999956
-1,19999999999956;0;0;-1,19999999999956
-1,09999999999956;0;0;-1,09999999999956
-0,999999999999558;0;0;-0,999999999999558
-0,899999999999558;0;0;-0,899999999999558
-0,799999999999558;1,11022302462516E-16;1,38777878078221E-16;-0,799999999999558
-0,699999999999558;2,22044604925031E-16;3,1720657846453E-16;-0,699999999999559
-0,599999999999558;0;0;-0,599999999999558
-0,499999999999558;0;0;-0,499999999999558
-0,399999999999558;1,11022302462516E-16;2,77555756156596E-16;-0,399999999999558
-0,299999999999558;5,55111512312578E-17;1,85037170771132E-16;-0,299999999999558
-0,199999999999558;8,32667268468867E-17;4,16333634235353E-16;-0,199999999999558
-0,0999999999995584;5,55111512312578E-17;5,55111512315029E-16;-0,0999999999995584
4,41618963620272E-13;1,38777878078145E-16;0,000314149283739633;4,4175774149835E-13
0,100000000000442;0;0;0,100000000000442
0,200000000000442;8,32667268468867E-17;4,16333634233514E-16;0,200000000000442
0,300000000000442;5,55111512312578E-17;1,85037170770587E-16;0,300000000000442
0,400000000000442;1,11022302462516E-16;2,77555756155983E-16;0,400000000000442
0,500000000000442;1,11022302462516E-16;2,22044604924835E-16;0,500000000000442
0,600000000000442;0;0;0,600000000000442
0,700000000000442;1,11022302462516E-16;1,58603289232065E-16;0,700000000000442
0,800000000000442;0;0;0,800000000000442
0,900000000000442;1,11022302462516E-16;1,23358113847179E-16;0,900000000000441
1,00000000000044;2,22044604925031E-16;2,22044604924933E-16;1,00000000000044
1,10000000000044;2,22044604925031E-16;2,01858731749947E-16;1,10000000000044
1,20000000000044;2,22044604925031E-16;1,85037170770791E-16;1,20000000000044
1,30000000000044;2,22044604925031E-16;1,70803542249966E-16;1,30000000000044
1,40000000000044;2,22044604925031E-16;1,58603289232115E-16;1,40000000000044
1,50000000000044;2,22044604925031E-16;1,48029736616644E-16;1,50000000000044
1,60000000000044;2,22044604925031E-16;1,38777878078106E-16;1,60000000000044
1,70000000000044;2,22044604925031E-16;1,30614473485279E-16;1,70000000000044
1,80000000000044;2,22044604925031E-16;1,23358113847209E-16;1,80000000000044
1,90000000000044;2,22044604925031E-16;1,16865581539463E-16;1,90000000000044
2,00000000000044;0;0;2,00000000000044
2,10000000000044;0;0;2,10000000000044
2,20000000000044;0;0;2,20000000000044
2,30000000000044;0;0;2,30000000000044
2,40000000000044;0;0;2,40000000000044
2,50000000000044;0;0;2,50000000000044
2,60000000000044;0;0;2,60000000000044
2,70000000000044;0;0;2,70000000000044
2,80000000000044;0;0;2,80000000000044
2,90000000000044;0;0;2,90000000000044
3,00000000000044;0;0;3,00000000000044
3,10000000000044;0;0;3,10000000000044
3,20000000000044;0;0;3,20000000000044
3,30000000000044;0;0;3,30000000000044
3,40000000000044;0;0;3,40000000000044
3,50000000000044;4,44089209850063E-16;1,26882631385716E-16;3,50000000000044
3,60000000000044;0;0;3,60000000000044
3,70000000000044;4,44089209850063E-16;1,20024110770273E-16;3,70000000000044
3,80000000000044;0;0;3,80000000000044
3,90000000000044;4,44089209850063E-16;1,1386902816667E-16;3,90000000000044
4,00000000000044;0;0;4,00000000000044
4,10000000000044;0;0;4,10000000000044
4,20000000000044;0;0;4,20000000000044
4,30000000000044;0;0;4,30000000000044
4,40000000000044;0;0;4,40000000000044
4,50000000000044;0;0;4,50000000000044
4,60000000000044;0;0;4,60000000000044
4,70000000000044;0;0;4,70000000000044
4,80000000000044;0;0;4,80000000000044
4,90000000000044;0;0;4,90000000000044
5,00000000000044;0;0;5,00000000000044
5,10000000000044;0;0;5,10000000000044
5,20000000000044;0;0;5,20000000000044
5,30000000000044;0;0;5,30000000000044
5,40000000000044;0;0;5,40000000000044
5,50000000000044;0;0;5,50000000000044
5,60000000000044;0;0;5,60000000000044
5,70000000000044;0;0;5,70000000000044
5,80000000000044;0;0;5,80000000000044
5,90000000000044;0;0;5,90000000000044
6,00000000000044;0;0;6,00000000000044
6,10000000000044;0;0;6,10000000000044
6,20000000000044;0;0;6,20000000000044
6,30000000000044;0;0;6,30000000000044
6,40000000000044;0;0;6,40000000000044
6,50000000000044;0;0;6,50000000000044
6,60000000000043;0;0;6,60000000000043
6,70000000000043;0;0;6,70000000000043
6,80000000000043;0;0;6,80000000000043
6,90000000000043;0;0;6,90000000000043
7,00000000000043;0;0;7,00000000000043
7,10000000000043;0;0;7,10000000000043
7,20000000000043;0;0;7,20000000000043
7,30000000000043;0;0;7,30000000000043
7,40000000000043;0;0;7,40000000000043
7,50000000000043;0;0;7,50000000000043
7,60000000000043;0;0;7,60000000000043
7,70000000000043;0;0;7,70000000000043
7,80000000000043;0;0;7,80000000000043
7,90000000000043;0;0;7,90000000000043
8,00000000000043;0;0;8,00000000000043
8,10000000000043;0;0;8,10000000000043
8,20000000000043;0;0;8,20000000000043
8,30000000000043;0;0;8,30000000000043
8,40000000000043;0;0;8,40000000000043
8,50000000000043;0;0;8,50000000000043
8,60000000000043;0;0;8,60000000000043
8,70000000000043;0;0;8,70000000000043
8,80000000000043;0;0;8,80000000000043
8,90000000000043;0;0;8,90000000000043
9,00000000000043;0;0;9,00000000000043
9,10000000000043;0;0;9,10000000000043
9,20000000000043;0;0;9,20000000000043
9,30000000000043;0;0;9,30000000000043
9,40000000000042;0;0;9,40000000000042
9,50000000000042;0;0;9,50000000000042
9,60000000000042;0;0;9,60000000000042
9,70000000000042;0;0;9,70000000000042
9,80000000000042;0;0;9,80000000000042
9,90000000000042;0;0;9,90000000000042
10,0000000000004;0;0;10,0000000000004
10,1000000000004;0;0;10,1000000000004
10,2000000000004;0;0;10,2000000000004
10,3000000000004;0;0;10,3000000000004
10,4000000000004;0;0;10,4000000000004
10,5000000000004;0;0;10,5000000000004
10,6000000000004;0;0;10,6000000000004
10,7000000000004;0;0;10,7000000000004
10,8000000000004;0;0;10,8000000000004
10,9000000000004;0;0;10,9000000000004
11,0000000000004;0;0;11,0000000000004
11,1000000000004;0;0;11,1000000000004
11,2000000000004;0;0;11,2000000000004
11,3000000000004;0;0;11,3000000000004
11,4000000000004;0;0;11,4000000000004
11,5000000000004;0;0;11,5000000000004
11,6000000000004;0;0;11,6000000000004
11,7000000000004;0;0;11,7000000000004
11,8000000000004;0;0;11,8000000000004
11,9000000000004;0;0;11,9000000000004
12,0000000000004;0;0;12,0000000000004
12,1000000000004;0;0;12,1000000000004
12,2000000000004;0;0;12,2000000000004
12,3000000000004;0;0;12,3000000000004
12,4000000000004;0;0;12,4000000000004
12,5000000000004;0;0;12,5000000000004
12,6000000000004;0;0;12,6000000000004
12,7000000000004;0;0;12,7000000000004
12,8000000000004;0;0;12,8000000000004
12,9000000000004;0;0;12,9000000000004
13,0000000000004;0;0;13,0000000000004
13,1000000000004;0;0;13,1000000000004
13,2000000000004;0;0;13,2000000000004
13,3000000000004;0;0;13,3000000000004
13,4000000000004;0;0;13,4000000000004
13,5000000000004;0;0;13,5000000000004
13,6000000000004;0;0;13,6000000000004
