x;absoluteError;relativeError;result
31,5000000000002;3,5527136788005E-15;1,12784561231761E-16;31,5000000000002
31,6000000000002;0;0;31,6000000000002
31,7000000000002;0;0;31,7000000000002
31,8000000000002;7,105427357601E-15;2,23441111874244E-16;31,8000000000002
31,9000000000002;3,5527136788005E-15;1,11370334758636E-16;31,9000000000002
32,0000000000002;0;0;32,0000000000002
32,1000000000002;0;0;32,1000000000002
32,2000000000002;0;0;32,2000000000002
32,3000000000002;0;0;32,3000000000002
32,4000000000002;7,105427357601E-15;2,19303313506202E-16;32,4000000000002
32,5000000000002;7,105427357601E-15;2,1862853408003E-16;32,5000000000002
32,6000000000002;7,105427357601E-15;2,17957894404937E-16;32,6000000000002
32,7000000000002;0;0;32,7000000000002
32,8000000000002;0;0;32,8000000000002
32,9000000000002;0;0;32,9000000000002
33,0000000000002;0;0;33,0000000000002
