x;absoluteError;relativeError;computation time (milliseconds)
-3,1091867270539;1974409151,34949;1976484017,874;0
-3,077780800518;1368509674,03774;1374097342,85389;0
-3,0463748739821;944964193,441024;953583692,345294;0
-3,0149689474462;649987744,624588;660521781,818917;0
-2,9835630209103;445329832,810835;456639030,920595;0
-2,95215709437441;303884494,045336;315055941,53136;0
-2,92075116783851;206513071,563709;216921674,343239;0
-2,88934524130261;139752530,962155;149036080,015794;0
-2,85793931476671;94168253,3404168;102170706,333257;0
-2,82653338823081;63174272,183789;69884680,5997023;0
-2,79512746169492;42191372,1989557;47690641,9258693;0
-2,76372153515902;28048523,2340943;32468027,3480078;0
-2,73231560862312;18558933,1556556;22050946,8434845;0
-2,70090968208722;12220943,6188023;14939136,1349245;0
-2,66950375555132;8007842,95893488;10095558,6885728;0
-2,63809782901543;5220762,93067597;6804923,33015789;0
-2,60669190247953;3386153,68757972;4574961,13004596;0
-2,57528597594363;2184631,97638862;3067668,25430134;0
-2,54388004940773;1401817,26257803;2051513,20195084;0
-2,51247412287183;894512,448744399;1368284,40791393;0
-2,48106819633594;567546,301445581;910142,496912859;0
-2,44966226980004;357990,704045226;603771,287655929;0
-2,41825634326414;224455,780275742;399456,728803141;0
-2,38685041672824;139864,91066108;263579,402769291;0
-2,35544449019234;86603,0455183256;173466,290374639;0
-2,32403856365645;53275,6099711487;113869,319846564;0
-2,29263263712055;32554,8601517331;74562,9264445056;0
-2,26122671058465;19756,6477760733;48709,420471369;0
-2,22982078404875;11905,1535519085;31749,8288088861;0
-2,19841485751286;7121,82945035496;20653,4055095335;0
-2,16700893097696;4228,5301689765;13411,2879011996;0
-2,13560300444106;2491,32728247431;8695,87582409763;0
-2,10419707790516;1456,17394492539;5632,37814005479;0
-2,07279115136926;844,16945720764;3646,05446307316;0
-2,04138522483337;485,252225628573;2360,38558368414;0
-2,00997929829747;276,508862670251;1529,40430767178;0
-1,97857337176157;156,145831105617;992,867962313865;0
-1,94716744522567;87,3577492824343;646,655923028785;0
-1,91576151868977;48,4044517875931;423,282942369536;0
-1,88435559215388;26,5544838071466;279,112135702727;0
-1,85294966561798;14,4180711404123;185,991165702882;0
-1,82154373908208;7,74520388618982;125,800124150157;0
-1,79013781254618;4,11476950578592;86,9120291677457;0
-1,75873188601028;2,16105544883427;61,9108951564999;0
-1,72732595947439;1,12151270819241;46,1488547015542;0
-1,69592003293849;0,574855909966864;36,9102863949548;0
-1,66451410640259;0,290881692927854;33,2157645300799;0
-1,63310817986669;0,145227462627184;37,4515310608259;0
-1,60170225333079;0,0715012261502617;74,8804134865802;0
-1,5702963267949;0,0346937767798897;138775,118684148;0
-1,538890400259;0,0165800522288226;16,2926056694099;0
-1,5074844737231;0,00779864777260012;1,9481823625261;0
-1,4760785471872;0,00360771727559663;0,403337515536902;0
-1,4446726206513;0,00164014186129195;0,103655413632971;0
-1,41326669411541;0,00073214028146297;0,0297485074709328;0
-1,38186076757951;0,000320603458134873;0,00908896806124194;0
-1,35045484104361;0,000137583004399484;0,00288012964507318;0
-1,31904891450771;5,77970091660759E-05;0,000931471392630787;0
-1,28764298797182;2,37391292677025E-05;0,000304129975526858;0
-1,25623706143592;9,5205921340491E-06;9,94559253181088E-05;0
-1,22483113490002;3,72272109415428E-06;3,23737142034235E-05;0
-1,19342520836412;1,41689224486541E-06;1,0435519426707E-05;0
-1,16201928182822;5,2394387842214E-07;3,31617901175681E-06;0
-1,13061335529233;1,87838786969152E-07;1,03455125252757E-06;0
-1,09920742875643;6,51299661980076E-08;3,15566530818527E-07;0
-1,06780150222053;2,17789721534967E-08;9,3723897267638E-08;0
-1,03639557568463;6,99985730490127E-09;2,69835111843754E-08;0
-1,00498964914873;2,15356282806667E-09;7,49326116656836E-09;0
-0,973583722612836;6,30992036398936E-10;1,99538322876148E-09;0
-0,942177796076938;1,74913583617098E-10;5,05856840475196E-10;0
-0,91077186954104;4,54656867709957E-11;1,20939976034599E-10;0
-0,879365943005142;1,09404707515637E-11;2,69082404794533E-11;0
-0,847960016469244;2,38897790438841E-12;5,45925733009301E-12;0
-0,816554089933347;4,57023308086946E-13;9,74745517919056E-13;0
-0,785148163397448;7,0832228971085E-14;1,41593661114563E-13;0
-0,75374223686155;6,88338275267597E-15;1,29475778834743E-14;0
-0,722336310325653;4,44089209850063E-16;7,88938204068332E-16;0
-0,690930383789754;3,33066907387547E-16;5,60806737077501E-16;0
-0,659524457253857;0;0;0
-0,628118530717959;1,11022302462516E-16;1,69577705163662E-16;0
-0,596712604182061;0;0;0
-0,565306677646163;1,11022302462516E-16;1,55700039379527E-16;0
-0,533900751110265;0;0;0
-0,502494824574367;0;0;0
-0,471088898038469;0;0;0
-0,439682971502571;0;0;0
-0,408277044966673;1,11022302462516E-16;1,31797815157911E-16;0
-0,376871118430775;0;0;0
-0,345465191894877;0;0;0
-0,31405926535898;1,11022302462516E-16;1,22735264072027E-16;0
-0,282653338823081;0;0;0
-0,251247412287184;1,11022302462516E-16;1,18336457025008E-16;0
-0,219841485751286;1,11022302462516E-16;1,16565783381589E-16;0
-0,188435559215388;0;0;0
-0,15702963267949;0;0;0
-0,125623706143592;1,11022302462516E-16;1,12792980058537E-16;0
-0,094217779607694;1,11022302462516E-16;1,12013708247837E-16;0
-0,0628118530717958;1,11022302462516E-16;1,11461476627773E-16;0
-0,0314059265358981;1,11022302462516E-16;1,11131879382472E-16;0
0;0;0;0
0,0314059265358977;1,11022302462516E-16;1,11131879382472E-16;0
0,0628118530717958;1,11022302462516E-16;1,11461476627773E-16;0
0,0942177796076935;0;0;0
0,125623706143592;0;0;0
0,157029632679489;0;0;0
0,188435559215387;1,11022302462516E-16;1,15059710055789E-16;0
0,219841485751286;1,11022302462516E-16;1,16565783381589E-16;0
0,251247412287183;1,11022302462516E-16;1,18336457025008E-16;0
0,282653338823081;0;0;0
0,314059265358979;0;0;0
0,345465191894877;0;0;0
0,376871118430775;1,11022302462516E-16;1,28413845584921E-16;0
0,408277044966673;1,11022302462516E-16;1,31797815157911E-16;0
0,439682971502571;1,11022302462516E-16;1,35588190599574E-16;0
0,471088898038469;1,11022302462516E-16;1,39824118077094E-16;0
0,502494824574367;1,11022302462516E-16;1,44551165580461E-16;0
0,533900751110265;1,11022302462516E-16;1,49822453108295E-16;0
0,565306677646163;1,11022302462516E-16;1,55700039379527E-16;0
0,596712604182061;1,11022302462516E-16;1,6225663159913E-16;0
0,628118530717959;1,11022302462516E-16;1,69577705163662E-16;0
0,659524457253856;0;0;0
0,690930383789754;3,33066907387547E-16;5,60806737077501E-16;0
0,722336310325652;3,33066907387547E-16;5,91703653051248E-16;0
0,75374223686155;6,88338275267597E-15;1,29475778834743E-14;0
0,785148163397448;7,09432512735475E-14;1,41815594752673E-13;0
0,816554089933346;4,57134330389408E-13;9,74982307793443E-13;0
0,847960016469244;2,38897790438841E-12;5,45925733009301E-12;0
0,879365943005142;1,09404707515637E-11;2,69082404794532E-11;0
0,91077186954104;4,54656867709957E-11;1,20939976034599E-10;0
0,942177796076938;1,74913583617098E-10;5,05856840475196E-10;0
0,973583722612835;6,30992258443541E-10;1,99538393093212E-09;0
1,00498964914873;2,15356277255552E-09;7,49326097341886E-09;0
1,03639557568463;6,99985730490127E-09;2,69835111843754E-08;0
1,06780150222053;2,17789721534967E-08;9,3723897267638E-08;0
1,09920742875643;6,51299662257632E-08;3,15566530953007E-07;0
1,13061335529233;1,87838786969152E-07;1,03455125252757E-06;0
1,16201928182822;5,23943878255606E-07;3,31617901070277E-06;0
1,19342520836412;1,41689224486541E-06;1,0435519426707E-05;0
1,22483113490002;3,72272109383509E-06;3,23737142006478E-05;0
1,25623706143592;9,52059213400747E-06;9,94559253176736E-05;0
1,28764298797181;2,37391292677996E-05;0,000304129975528102;0
1,31904891450771;5,77970091658539E-05;0,000931471392627207;0
1,35045484104361;0,000137583004399484;0,00288012964507318;0
1,38186076757951;0,000320603458134956;0,00908896806124423;0
1,41326669411541;0,000732140281463164;0,0297485074709405;0
1,4446726206513;0,00164014186129167;0,103655413632953;0
1,4760785471872;0,00360771727559663;0,403337515536902;0
